Symbol;Quantity;Order Type;Price;DateTime Created;Bid Triggerd;Ask Triggered;DateTime Executed;Price Executed;Buy/Sell;Time Difference;Price Difference;DateTime Closed;Price Closed;Resulting Points
MLGO;100;Market;10.38;2025.09.30 12:37:08.769;10.24;10.38;2025.09.30 12:37:08.954;10.38;Buy;0.185;0;2025.09.30 12:37:32.373;10.24;-0.14
