Symbol;Quantity;Order Type;Price;DateTime Created;Bid Triggerd;Ask Triggered;DateTime Executed;Price Executed;Buy/Sell;Time Difference;Price Difference;DateTime Closed;Price Closed;Resulting Points
MSS;600;Market;1.6;2025.09.30 10:14:34.233;1.59;1.6;2025.09.30 10:14:35.547;1.6;Buy;1.314;0;2025.09.30 10:15:01.151;1.61;0.01
