Symbol;Quantity;Order Type;Price;DateTime Created;Bid Triggerd;Ask Triggered;DateTime Executed;Price Executed;Buy/Sell;Time Difference;Price Difference;DateTime Closed;Price Closed;Resulting Points
ZURA;200;Market;4.13;2025.09.30 18:55:22.916;4.12;4.13;2025.09.30 18:55:23.033;4.13;Buy;0.117;0;2025.09.30 18:55:37.649;4.1;-0.03
